pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid
8dul	H	L	0	A | K	protein | protein	NA | NA	spike glycoprotein e1 | spike glycoprotein e2	IMMUNE SYSTEM	07/05/23	Cryo-EM Structure of Antibody SKT05 in complex with Western Equine Encephalitis Virus spike (local refinement from VLP particles)	Macaca fascicularis; Western equine encephalitis virus	macaca fascicularis	macaca fascicularis	western equine encephalitis virus | western equine encephalitis virus	Cerutti, G., Verardi, R., Roederer, M., Shapiro, L.	4.17	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
8dun	H	L	0	G	protein	NA	spike glycoprotein e2	IMMUNE SYSTEM	07/05/23	Cryo-EM Structure of Antibody SKW11 in complex with Western Equine Encephalitis Virus spike (local refinement from VLP particles)	Macaca fascicularis; Western equine encephalitis virus	macaca fascicularis	macaca fascicularis	western equine encephalitis virus	Cerutti, G., Verardi, R., Roederer, M., Shapiro, L.	5.84	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV4	IGKV1	Kappa	None	None	None	None	None
8dun	I	M	0	K	protein	NA	spike glycoprotein e2	IMMUNE SYSTEM	07/05/23	Cryo-EM Structure of Antibody SKW11 in complex with Western Equine Encephalitis Virus spike (local refinement from VLP particles)	Macaca fascicularis; Western equine encephalitis virus	macaca fascicularis	macaca fascicularis	western equine encephalitis virus	Cerutti, G., Verardi, R., Roederer, M., Shapiro, L.	5.84	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV4	IGKV1	Kappa	None	None	None	None	None
8dun	N	O	0	B	protein	NA	spike glycoprotein e2	IMMUNE SYSTEM	07/05/23	Cryo-EM Structure of Antibody SKW11 in complex with Western Equine Encephalitis Virus spike (local refinement from VLP particles)	Macaca fascicularis; Western equine encephalitis virus	macaca fascicularis	macaca fascicularis	western equine encephalitis virus	Cerutti, G., Verardi, R., Roederer, M., Shapiro, L.	5.84	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV4	IGKV1	Kappa	None	None	None	None	None
8dt8	H	NA	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN	06/14/23	LM18/Nb136 bispecific tetra-nanobody immunoglobulin in complex with SARS-CoV-2-6P-Mut7 S protein (focused refinement)	Severe acute respiratory syndrome coronavirus 2; synthetic construct	synthetic construct		severe acute respiratory syndrome coronavirus2 	Ozorowski, G., Turner, H.L., Ward, A.B.	3.34	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
8dt8	D	NA	0	A | B	protein | protein	NA | NA	spike glycoprotein | spike glycoprotein	VIRAL PROTEIN	06/14/23	LM18/Nb136 bispecific tetra-nanobody immunoglobulin in complex with SARS-CoV-2-6P-Mut7 S protein (focused refinement)	Severe acute respiratory syndrome coronavirus 2; synthetic construct	synthetic construct		severe acute respiratory syndrome coronavirus2  | severe acute respiratory syndrome coronavirus2 	Ozorowski, G., Turner, H.L., Ward, A.B.	3.34	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7u0g	N	N	0	G | E | H	protein | protein | protein	NA | NA | NA	histone h2a type 2-c | histone h3.1 | histone h2b type 2-e	TRANSCRIPTION/DNA	06/28/23	structure of LIN28b nucleosome bound 3 OCT4	Escherichia coli K-12; Homo sapiens; Mus musculus; SYNTHETIC CONSTRUCT	mus musculus		homo sapiens | homo sapiens | homo sapiens	Lian, T., Guan, R., Bai, Y.	2.6	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
7u0g	O	O	0	C | D	protein | protein	NA | NA	histone h2a type 2-c | histone h2b type 2-e	TRANSCRIPTION/DNA	06/28/23	structure of LIN28b nucleosome bound 3 OCT4	Escherichia coli K-12; Homo sapiens; Mus musculus; SYNTHETIC CONSTRUCT	mus musculus		homo sapiens | homo sapiens	Lian, T., Guan, R., Bai, Y.	2.6	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
7u0i	K	K	0	G | E | H | F	protein | protein | protein | protein	NA | NA | NA | NA	histone h2a type 2-c | histone h3.1 | histone h2b type 2-e | histone h4	TRANSCRIPTION/DNA	06/28/23	Structure of LIN28b nucleosome bound 2 OCT4	Escherichia coli K-12; Homo sapiens; Mus musculus; SYNTHETIC CONSTRUCT	mus musculus		homo sapiens | homo sapiens | homo sapiens | homo sapiens	Tengfei, L., Guan, R., Bai, Y.	2.6	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
7u0i	N	N	0	C | D	protein | protein	NA | NA	histone h2a type 2-c | histone h2b type 2-e	TRANSCRIPTION/DNA	06/28/23	Structure of LIN28b nucleosome bound 2 OCT4	Escherichia coli K-12; Homo sapiens; Mus musculus; SYNTHETIC CONSTRUCT	mus musculus		homo sapiens | homo sapiens	Tengfei, L., Guan, R., Bai, Y.	2.6	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
7u0j	K	K	0	G | E | H | F	protein | protein | protein | protein	NA | NA | NA | NA	histone h2a type 2-c | histone h3.1 | histone h2b type 2-e | histone h4	TRANSCRIPTION/DNA	06/28/23	Structure of 162bp LIN28b nucleosome	Homo sapiens; Mus musculus; SYNTHETIC CONSTRUCT	mus musculus		homo sapiens | homo sapiens | homo sapiens | homo sapiens	Lian, T., Guan, R., Bai, Y.	2.7	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
7u0j	N	N	0	C | B | D	protein | protein | protein	NA | NA | NA	histone h2a type 2-c | histone h4 | histone h2b type 2-e	TRANSCRIPTION/DNA	06/28/23	Structure of 162bp LIN28b nucleosome	Homo sapiens; Mus musculus; SYNTHETIC CONSTRUCT	mus musculus		homo sapiens | homo sapiens | homo sapiens	Lian, T., Guan, R., Bai, Y.	2.7	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
8sps	K	K	0	G | E | L | H | F	protein | protein | protein | protein | protein	NA | NA | NA | NA | NA	histone h2a type 2-c | histone h3.1 | maltodextrin-binding protein,pou domain, class 5,transcription factor 1  | histone h2b type 2-e | histone h4	TRANSCRIPTION/DNA	06/28/23	High resolution structure of ESRRB nucleosome bound OCT4 at site a and site b	Escherichia coli; Homo sapiens; SYNTHETIC CONSTRUCT			homo sapiens | homo sapiens | homo sapiens | homo sapiens | homo sapiens	Lian, T., Guan, R., Bai, Y.	3.0	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
8sps	N	N	0	C | B | D	protein | protein | protein	NA | NA | NA	histone h2a type 2-c | histone h4 | histone h2b type 2-e	TRANSCRIPTION/DNA	06/28/23	High resolution structure of ESRRB nucleosome bound OCT4 at site a and site b	Escherichia coli; Homo sapiens; SYNTHETIC CONSTRUCT			homo sapiens | homo sapiens | homo sapiens	Lian, T., Guan, R., Bai, Y.	3.0	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
8spu	N	N	0	C | B | D | A	protein | protein | protein | protein	NA | NA | NA | NA	histone h2a type 2-c | histone h4 | histone h2b type 2-e | histone h3.1	TRANSCRIPTION/DNA	06/28/23	Structure of ESRRB nucleosome bound OCT4 at site c	Escherichia coli; Homo sapiens; SYNTHETIC CONSTRUCT			homo sapiens | homo sapiens | homo sapiens | homo sapiens	Lian, T., Guan, R., Bai, Y.	2.8	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
8spu	K	K	0	G | H | F	protein | protein | protein	NA | NA | NA	histone h2a type 2-c | histone h2b type 2-e | histone h4	TRANSCRIPTION/DNA	06/28/23	Structure of ESRRB nucleosome bound OCT4 at site c	Escherichia coli; Homo sapiens; SYNTHETIC CONSTRUCT			homo sapiens | homo sapiens | homo sapiens	Lian, T., Guan, R., Bai, Y.	2.8	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
8gou	I	J	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN/ANTIVIRAL PROTEIN	06/28/23	Omicron BA.4/5 SARS-CoV-2 S in complex with TH003 Fab	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Guo, Y., Zhang, G., Liang, J., Liu, F., Rao, Z.	3.7	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
8gou	H	K	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN/ANTIVIRAL PROTEIN	06/28/23	Omicron BA.4/5 SARS-CoV-2 S in complex with TH003 Fab	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Guo, Y., Zhang, G., Liang, J., Liu, F., Rao, Z.	3.7	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
8jlz	N	NA	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(s) subunit alphaisoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	06/28/23	ST1936-5HT6R complex	Camelus bactrianus; Homo sapiens	camelus bactrianus		homo sapiens | homo sapiens	Wen, X., Sun, J.	3.09	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7yve	I	H	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN/ANTIVIRAL PROTEIN	06/28/23	Omicron BA.4/5 SARS-CoV-2 S in complex with TH027 Fab	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Guo, Y., Zhang, G., Liang, J., Liu, F., Rao, Z.	3.4	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV2	IGLV1	Lambda	None	None	None	None	None
7yve	L	K	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN/ANTIVIRAL PROTEIN	06/28/23	Omicron BA.4/5 SARS-CoV-2 S in complex with TH027 Fab	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Guo, Y., Zhang, G., Liang, J., Liu, F., Rao, Z.	3.4	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV2	IGLV1	Lambda	None	None	None	None	None
7yve	O	N	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN/ANTIVIRAL PROTEIN	06/28/23	Omicron BA.4/5 SARS-CoV-2 S in complex with TH027 Fab	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Guo, Y., Zhang, G., Liang, J., Liu, F., Rao, Z.	3.4	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV2	IGLV1	Lambda	None	None	None	None	None
7yvf	C	A	0	B	protein	NA	spike glycoprotein	ANTIVIRAL PROTEIN/VIRAL PROTEIN	06/28/23	Omicron BA.4/5 SARS-CoV-2 S RBD in complex with TH027 Fab	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Guo, Y., Zhang, G., Liang, J., Liu, F., Rao, Z.	3.4	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV2	IGLV1	Lambda	None	None	None	None	None
7yvg	I	H	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN/ANTIVIRAL PROTEIN	06/28/23	Omicron BA.4/5 SARS-CoV-2 S in complex with TH132 Fab	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Guo, Y., Zhang, G., Liang, J., Liu, F., Rao, Z.	3.4	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
7yvg	K	J	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN/ANTIVIRAL PROTEIN	06/28/23	Omicron BA.4/5 SARS-CoV-2 S in complex with TH132 Fab	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Guo, Y., Zhang, G., Liang, J., Liu, F., Rao, Z.	3.4	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
7yvg	M	L	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN/ANTIVIRAL PROTEIN	06/28/23	Omicron BA.4/5 SARS-CoV-2 S in complex with TH132 Fab	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Guo, Y., Zhang, G., Liang, J., Liu, F., Rao, Z.	3.4	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
7yvh	C	A	0	B	protein	NA	spike glycoprotein	ANTIVIRAL PROTEIN/VIRAL PROTEIN	06/28/23	Omicron BA.4/5 SARS-CoV-2 S RBD in complex with TH132 Fab	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Guo, Y., Zhang, G., Liang, J., Liu, F., Rao, Z.	3.6	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
7yvi	J	H	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN/ANTIVIRAL PROTEIN	06/28/23	Omicron BA.4/5 SARS-CoV-2 S in complex with TH236 Fab	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Guo, Y., Zhang, G., Liang, J., Liu, F., Rao, Z.	3.7	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
7yvi	O	N	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN/ANTIVIRAL PROTEIN	06/28/23	Omicron BA.4/5 SARS-CoV-2 S in complex with TH236 Fab	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Guo, Y., Zhang, G., Liang, J., Liu, F., Rao, Z.	3.7	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
7yvi	K	I	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN/ANTIVIRAL PROTEIN	06/28/23	Omicron BA.4/5 SARS-CoV-2 S in complex with TH236 Fab	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Guo, Y., Zhang, G., Liang, J., Liu, F., Rao, Z.	3.7	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
7yvj	C	A	0	B	protein	NA	spike glycoprotein	ANTIVIRAL PROTEIN/VIRAL PROTEIN	06/28/23	Omicron BA.4/5 SARS-CoV-2 S RBD in complex with TH236 Fab	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Guo, Y., Zhang, G., Liang, J., Liu, F., Rao, Z.	3.6	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
7yvk	H	I	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN/ANTIVIRAL PROTEIN	06/28/23	Omicron BA.4/5 SARS-CoV-2 S in complex with TH272 Fab	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Guo, Y., Zhang, G., Liang, J., Liu, F., Rao, Z.	3.2	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV2	IGLV2	Lambda	None	None	None	None	None
7yvk	K	L	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN/ANTIVIRAL PROTEIN	06/28/23	Omicron BA.4/5 SARS-CoV-2 S in complex with TH272 Fab	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Guo, Y., Zhang, G., Liang, J., Liu, F., Rao, Z.	3.2	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV2	IGLV2	Lambda	None	None	None	None	None
7yvk	N	O	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN/ANTIVIRAL PROTEIN	06/28/23	Omicron BA.4/5 SARS-CoV-2 S in complex with TH272 Fab	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Guo, Y., Zhang, G., Liang, J., Liu, F., Rao, Z.	3.2	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV2	IGLV2	Lambda	None	None	None	None	None
7yvl	A	C	0	B	protein	NA	spike glycoprotein	ANTIVIRAL PROTEIN/VIRAL PROTEIN	06/28/23	Omicron BA.4/5 SARS-CoV-2 S RBD in complex with TH272 Fab	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Guo, Y., Zhang, G., Liang, J., Liu, F., Rao, Z.	3.3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV2	IGLV2	Lambda	None	None	None	None	None
7yvm	C	A	0	B	protein	NA	spike glycoprotein	ANTIVIRAL PROTEIN/VIRAL PROTEIN	06/28/23	Omicron BA.4/5 SARS-CoV-2 S RBD in complex with TH272 Fab	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Guo, Y., Zhang, G., Liang, J., Liu, F., Rao, Z.	3.5	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
7yvn	L	K	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN/ANTIVIRAL PROTEIN	06/28/23	Omicron BA.4/5 SARS-CoV-2 S in complex with TH281 Fab	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Guo, Y., Zhang, G., Liang, J., Liu, F., Rao, Z.	3.4	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
7yvn	O	N	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN/ANTIVIRAL PROTEIN	06/28/23	Omicron BA.4/5 SARS-CoV-2 S in complex with TH281 Fab	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Guo, Y., Zhang, G., Liang, J., Liu, F., Rao, Z.	3.4	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
7yvn	NA	H	0	NA	NA	NA	NA	VIRAL PROTEIN/ANTIVIRAL PROTEIN	06/28/23	Omicron BA.4/5 SARS-CoV-2 S in complex with TH281 Fab	Homo sapiens; Severe acute respiratory syndrome coronavirus 2		homo sapiens		Guo, Y., Zhang, G., Liang, J., Liu, F., Rao, Z.	3.4	ELECTRON MICROSCOPY	NA	NA	False	True	NA	IGKV3	Kappa	None	None	None	None	None
7yvn	I	NA	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN/ANTIVIRAL PROTEIN	06/28/23	Omicron BA.4/5 SARS-CoV-2 S in complex with TH281 Fab	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens		severe acute respiratory syndrome coronavirus2 	Guo, Y., Zhang, G., Liang, J., Liu, F., Rao, Z.	3.4	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7yvo	I	H	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN/ANTIVIRAL PROTEIN	06/28/23	Omicron BA.4/5 SARS-CoV-2 S in complex with TH027/132 Fab	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Guo, Y., Zhang, G., Liang, J., Liu, F., Rao, Z.	3.3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
7yvo	K	J	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN/ANTIVIRAL PROTEIN	06/28/23	Omicron BA.4/5 SARS-CoV-2 S in complex with TH027/132 Fab	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Guo, Y., Zhang, G., Liang, J., Liu, F., Rao, Z.	3.3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
7yvo	M	L	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN/ANTIVIRAL PROTEIN	06/28/23	Omicron BA.4/5 SARS-CoV-2 S in complex with TH027/132 Fab	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Guo, Y., Zhang, G., Liang, J., Liu, F., Rao, Z.	3.3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV2	IGLV1	Lambda	None	None	None	None	None
7yvo	O	N	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN/ANTIVIRAL PROTEIN	06/28/23	Omicron BA.4/5 SARS-CoV-2 S in complex with TH027/132 Fab	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Guo, Y., Zhang, G., Liang, J., Liu, F., Rao, Z.	3.3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV2	IGLV1	Lambda	None	None	None	None	None
7yvp	L	M	0	C	protein	NA	spike glycoprotein	ANTIVIRAL PROTEIN/VIRAL PROTEIN	06/28/23	Omicron BA.4/5 SARS-CoV-2 S in complex with TH272/281 Fab	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Guo, Y., Zhang, G., Liang, J., Liu, F., Rao, Z.	3.8	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV2	IGLV2	Lambda	None	None	None	None	None
7yvp	P	O	0	C	protein	NA	spike glycoprotein	ANTIVIRAL PROTEIN/VIRAL PROTEIN	06/28/23	Omicron BA.4/5 SARS-CoV-2 S in complex with TH272/281 Fab	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Guo, Y., Zhang, G., Liang, J., Liu, F., Rao, Z.	3.8	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
7yvp	K	H	0	A	protein	NA	spike glycoprotein	ANTIVIRAL PROTEIN/VIRAL PROTEIN	06/28/23	Omicron BA.4/5 SARS-CoV-2 S in complex with TH272/281 Fab	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Guo, Y., Zhang, G., Liang, J., Liu, F., Rao, Z.	3.8	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
7yvp	I	NA	0	A	protein	NA	spike glycoprotein	ANTIVIRAL PROTEIN/VIRAL PROTEIN	06/28/23	Omicron BA.4/5 SARS-CoV-2 S in complex with TH272/281 Fab	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens		severe acute respiratory syndrome coronavirus2 	Guo, Y., Zhang, G., Liang, J., Liu, F., Rao, Z.	3.8	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV2	NA	NA	None	None	None	None	None
7yvp	NA	J	0	A	protein	NA	spike glycoprotein	ANTIVIRAL PROTEIN/VIRAL PROTEIN	06/28/23	Omicron BA.4/5 SARS-CoV-2 S in complex with TH272/281 Fab	Homo sapiens; Severe acute respiratory syndrome coronavirus 2		homo sapiens	severe acute respiratory syndrome coronavirus2 	Guo, Y., Zhang, G., Liang, J., Liu, F., Rao, Z.	3.8	ELECTRON MICROSCOPY	NA	NA	False	True	NA	IGLV2	Lambda	None	None	None	None	None
8deq	H	L	0	F | D	protein | protein	NA | NA	spike glycoprotein e1 | spike glycoprotein e1	VIRAL PROTEIN	06/28/23	Cryo-EM local refinement of antibody SKV09 in complex with VEEV alphavirus spike glycoprotein	Macaca; Venezuelan equine encephalitis virus	macaca	macaca	venezuelan equine encephalitis virus | venezuelan equine encephalitis virus	Casner, R.G., Verardi, R., Roederer, M., Shapiro, L.	6.0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV4	IGKV1	Kappa	None	None	None	None	None
8der	X	Y	0	B	protein	NA	spike glycoprotein e2	VIRAL PROTEIN	06/28/23	Cryo-EM local refinement of antibody SKV16 in complex with VEEV alphavirus spike glycoprotein	Macaca; Venezuelan equine encephalitis virus	macaca	macaca	venezuelan equine encephalitis virus	Casner, R.G., Verardi, R., Roederer, M., Shapiro, L.	3.3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV3	Lambda	None	None	None	None	None
