pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid
8gq5	d	NA	0	D	protein	NA	nanobody c6	HYDROLASE	01/18/23	Human SARM1 bounded with NMN and Nanobody-C6, double-layer structure	Homo sapiens; Vicugna pacos	vicugna pacos		homo sapiens	Cai, Y., Zhang, H.	0	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV1	NA	NA	None	None	None	None	None
8gq5	e	NA	0	E	protein	NA	nanobody c6	HYDROLASE	01/18/23	Human SARM1 bounded with NMN and Nanobody-C6, double-layer structure	Homo sapiens; Vicugna pacos	vicugna pacos		homo sapiens	Cai, Y., Zhang, H.	0	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV1	NA	NA	None	None	None	None	None
8gq5	f	NA	0	F	protein	NA	nanobody c6	HYDROLASE	01/18/23	Human SARM1 bounded with NMN and Nanobody-C6, double-layer structure	Homo sapiens; Vicugna pacos	vicugna pacos		homo sapiens	Cai, Y., Zhang, H.	0	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV1	NA	NA	None	None	None	None	None
8gq5	g	NA	0	G	protein	NA	nanobody c6	HYDROLASE	01/18/23	Human SARM1 bounded with NMN and Nanobody-C6, double-layer structure	Homo sapiens; Vicugna pacos	vicugna pacos		homo sapiens	Cai, Y., Zhang, H.	0	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV1	NA	NA	None	None	None	None	None
8gq5	h	NA	0	H	protein	NA	nanobody c6	HYDROLASE	01/18/23	Human SARM1 bounded with NMN and Nanobody-C6, double-layer structure	Homo sapiens; Vicugna pacos	vicugna pacos		homo sapiens	Cai, Y., Zhang, H.	0	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV1	NA	NA	None	None	None	None	None
8gq5	i	NA	0	I	protein	NA	nanobody c6	HYDROLASE	01/18/23	Human SARM1 bounded with NMN and Nanobody-C6, double-layer structure	Homo sapiens; Vicugna pacos	vicugna pacos		homo sapiens	Cai, Y., Zhang, H.	0	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV1	NA	NA	None	None	None	None	None
8gq5	j	NA	0	J	protein	NA	nanobody c6	HYDROLASE	01/18/23	Human SARM1 bounded with NMN and Nanobody-C6, double-layer structure	Homo sapiens; Vicugna pacos	vicugna pacos		homo sapiens	Cai, Y., Zhang, H.	0	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV1	NA	NA	None	None	None	None	None
8gq5	k	NA	0	K	protein	NA	nanobody c6	HYDROLASE	01/18/23	Human SARM1 bounded with NMN and Nanobody-C6, double-layer structure	Homo sapiens; Vicugna pacos	vicugna pacos		homo sapiens	Cai, Y., Zhang, H.	0	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV1	NA	NA	None	None	None	None	None
8gq5	l	NA	0	L	protein	NA	nanobody c6	HYDROLASE	01/18/23	Human SARM1 bounded with NMN and Nanobody-C6, double-layer structure	Homo sapiens; Vicugna pacos	vicugna pacos		homo sapiens	Cai, Y., Zhang, H.	0	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV1	NA	NA	None	None	None	None	None
8gq5	m	NA	0	M	protein	NA	nanobody c6	HYDROLASE	01/18/23	Human SARM1 bounded with NMN and Nanobody-C6, double-layer structure	Homo sapiens; Vicugna pacos	vicugna pacos		homo sapiens	Cai, Y., Zhang, H.	0	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV1	NA	NA	None	None	None	None	None
8gq5	n	NA	0	N	protein	NA	nanobody c6	HYDROLASE	01/18/23	Human SARM1 bounded with NMN and Nanobody-C6, double-layer structure	Homo sapiens; Vicugna pacos	vicugna pacos		homo sapiens	Cai, Y., Zhang, H.	0	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV1	NA	NA	None	None	None	None	None
8gq5	o	NA	0	O	protein	NA	nanobody c6	HYDROLASE	01/18/23	Human SARM1 bounded with NMN and Nanobody-C6, double-layer structure	Homo sapiens; Vicugna pacos	vicugna pacos		homo sapiens	Cai, Y., Zhang, H.	0	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV1	NA	NA	None	None	None	None	None
8gq5	p	NA	0	P	protein	NA	nanobody c6	HYDROLASE	01/18/23	Human SARM1 bounded with NMN and Nanobody-C6, double-layer structure	Homo sapiens; Vicugna pacos	vicugna pacos		homo sapiens	Cai, Y., Zhang, H.	0	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV1	NA	NA	None	None	None	None	None
8hdo	N	NA	0	A | B	protein | protein	NA | NA	chimeric minigs | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	01/18/23	Structure of A2BR bound to synthetic agonists BAY 60-6583	Camelus bactrianus; Homo sapiens	camelus bactrianus		homo sapiens | homo sapiens	Cai, H., Xu, Y., Xu, H.E., Jiang, Y.	2.87	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
8hdp	N	NA	0	A | B	protein | protein	NA | NA	chimeric minigs | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	01/18/23	Structure of A2BR bound to endogenous agonists adenosine	Camelus bactrianus; Homo sapiens	camelus bactrianus		homo sapiens | homo sapiens	Cai, H., Xu, Y., Xu, H.E., Jiang, Y.	3.2	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
8hao	F	NA	0	C | D	protein | protein	NA | NA	guanine nucleotide-binding protein g(s) subunit alpha | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	LIPID BINDING PROTEIN/HORMONE/IMMUNE SYSTEM	12/21/22	Human parathyroid hormone receptor-1 dimer	Bos taurus; Homo sapiens; Rattus norvegicus; synthetic construct	synthetic construct		bos taurus | rattus norvegicus	Zhao, L., Xu, H.E., Yuan, Q.	3.76	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
8hao	N	NA	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(s) subunit alpha | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	LIPID BINDING PROTEIN/HORMONE/IMMUNE SYSTEM	12/21/22	Human parathyroid hormone receptor-1 dimer	Bos taurus; Homo sapiens; Rattus norvegicus; synthetic construct	synthetic construct		bos taurus | rattus norvegicus	Zhao, L., Xu, H.E., Yuan, Q.	3.76	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7qha	C	NA	0	B | A	protein | protein	NA | NA	putative trap-type c4-dicarboxylate transport system, largepermease component  | putative trap-type c4-dicarboxylate transport system, smallpermease component 	TRANSPORT PROTEIN	12/21/22	Cryo-EM structure of the Tripartite ATP-independent Periplasmic (TRAP) transporter SiaQM from Photobacterium profundum in amphipol	Helicobacter pylori; Photobacterium profundum SS9; synthetic construct	helicobacter pylori, synthetic construct		photobacterium profundum ss9 | photobacterium profundum ss9	North, R.A., Davies, J.S., Morado, D., Dobson, R.C.J.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7wcm	N	NA	0	A | C | B	protein | protein | protein	NA | NA | NA	guanine nucleotide-binding protein g(s) subunit alphaisoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(o) subunitgamma-2  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	SIGNALING PROTEIN	12/21/22	Cryo-EM structure of GPR119-Gs Complex with small molecule agonist MBX-2982	Homo sapiens; Lama glama	lama glama		homo sapiens | homo sapiens | homo sapiens	Qiao, A.N., Wu, S., Ye, S.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7wcn	N	NA	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(s) subunit alphaisoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	SIGNALING PROTEIN	12/21/22	Cryo-EM structure of GPR119-Gs Complex with small molecule agonist AR231453	Homo sapiens; Lama glama	lama glama		homo sapiens | homo sapiens	Qiao, A.N., Wu, S., Ye, S.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
8gz3	N	NA	0	L | H	protein | protein	NA | NA	7d5 fab light chain | 7d5 fab heavy chain	OXIDOREDUCTASE	12/21/22	Structure of human phagocyte NADPH oxidase in the resting state	Homo sapiens; Mus musculus; Vicugna pacos	vicugna pacos		mus musculus | mus musculus	Chen, L., Liu, R.	3.3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
8ha0	N	NA	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(s) subunit alpha | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	LIPID BINDING PROTEIN/HORMONE/IMMUNE SYSTEM	12/21/22	Molecular recognition of two endogenous hormones by the human parathyroid hormone receptor-1	Bos taurus; Homo sapiens; Rattus norvegicus; synthetic construct	synthetic construct		bos taurus | rattus norvegicus	Zhao, L., Xu, H.E., Yuan, Q.	2.62	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
8haf	N	NA	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(s) subunit alpha-1 | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	LIPID BINDING PROTEIN/HORMONE/IMMUNE SYSTEM	12/21/22	PTHrP-PTH1R-Gs complex	Bos taurus; Homo sapiens; Rattus norvegicus; synthetic construct	synthetic construct		bos taurus | rattus norvegicus	Zhao, L., Xu, H.E., Yuan, Q.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
8b41	G	NA	0	A	protein	NA	volume-regulated anion channel subunit lrrc8a	MEMBRANE PROTEIN	12/14/22	Structure of heteromeric LRRC8A/C (1:1 co-transfected) Volume-Regulated Anion Channel in complex with synthetic nanobody Sb1	Mus musculus; Synthetic construct	synthetic construct		mus musculus	Sawicka, M., Dutzler, R.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
8b41	H	NA	0	B	protein	NA	volume-regulated anion channel subunit lrrc8a	MEMBRANE PROTEIN	12/14/22	Structure of heteromeric LRRC8A/C (1:1 co-transfected) Volume-Regulated Anion Channel in complex with synthetic nanobody Sb1	Mus musculus; Synthetic construct	synthetic construct		mus musculus	Sawicka, M., Dutzler, R.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
8b41	I	NA	0	C	protein	NA	volume-regulated anion channel subunit lrrc8a	MEMBRANE PROTEIN	12/14/22	Structure of heteromeric LRRC8A/C (1:1 co-transfected) Volume-Regulated Anion Channel in complex with synthetic nanobody Sb1	Mus musculus; Synthetic construct	synthetic construct		mus musculus	Sawicka, M., Dutzler, R.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
8b41	J	NA	0	D	protein	NA	volume-regulated anion channel subunit lrrc8a	MEMBRANE PROTEIN	12/14/22	Structure of heteromeric LRRC8A/C (1:1 co-transfected) Volume-Regulated Anion Channel in complex with synthetic nanobody Sb1	Mus musculus; Synthetic construct	synthetic construct		mus musculus	Sawicka, M., Dutzler, R.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
8e99	E	NA	0	B	protein	NA	glutamate receptor ionotropic, nmda 2a	TRANSPORT PROTEIN/IMMUNE SYSTEM	12/07/22	Human GluN1a-GluN2A-GluN2C triheteromeric NMDA receptor in complex with Nb-4	Homo sapiens; Lama glama	lama glama		homo sapiens	Chou, T.-H., Furukawa, H.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
8e3x	N	NA	0	A | B | G	protein | protein | protein	NA | NA | NA	guanine nucleotide-binding protein g(s) subunit alphaisoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1  | guanine nucleotide-binding protein g(i)/g(s)/g(o) subunitgamma-2 	MEMBRANE PROTEIN	11/23/22	Cryo-EM structure of the PAC1R-PACAP27-Gs complex	Homo sapiens; Lama glama; SYNTHETIC CONSTRUCT	lama glama		homo sapiens | homo sapiens | homo sapiens	Piper, S.J., Danev, R., Sexton, P., Wootten, D.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
8e3y	N	NA	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(s) subunit alphaisoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	11/23/22	Cryo-EM structure of the VPAC1R-PACAP27-Gs complex	Homo sapiens; Lama glama; SYNTHETIC CONSTRUCT	lama glama		homo sapiens | homo sapiens	Piper, S.J., Danev, R., Sexton, P., Wootten, D.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
8e3z	N	NA	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(s) subunit alphaisoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	11/23/22	Cryo-EM structure of the VPAC1R-VIP-Gs complex	Homo sapiens; Lama glama; SYNTHETIC CONSTRUCT	lama glama		homo sapiens | homo sapiens	Piper, S.J., Danev, R., Sexton, P., Wootten, D.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7zw1	C	NA	0	B	protein	NA	rod outer segment membrane protein 1	MEMBRANE PROTEIN	11/16/22	Human PRPH2-ROM1 hetero-dimer	Homo sapiens; Lama	lama		homo sapiens	El Mazouni, D., Gros, P.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7wy5	N	NA	0	A | B	protein | protein	NA | NA	engineered mini g alpha q subunit | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	10/26/22	ADGRL3/Gq complex	Homo sapiens; Mus musculus	homo sapiens		homo sapiens | homo sapiens	He, Y., Qian, Y.	2.83	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7wy8	D	NA	0	A | B	protein | protein	NA | NA	engineered mini g alpha s subunit | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	10/26/22	ADGRL3/Gs complex	Homo sapiens; Lama glama; Mus musculus	lama glama		homo sapiens | homo sapiens	He, Y., Qian, Y.	2.83	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7xp4	N	NA	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(t) subunit alpha-3 | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	10/12/22	Cryo-EM structure of a class T GPCR in apo state	Acetivibrio thermocellus; Homo sapiens	homo sapiens		homo sapiens | homo sapiens	Liu, Z.J., Hua, T., Xu, W.X., Wu, L.J.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7xp5	N	NA	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(t) subunit alpha-3 | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	10/12/22	Cryo-EM structure of a class T GPCR in ligand-free state	Acetivibrio thermocellus; Homo sapiens	homo sapiens		homo sapiens | homo sapiens	Liu, Z.J., Hua, T., Xu, W.X., Wu, L.J.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7xp6	N	NA	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(t) subunit alpha-3 | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	10/12/22	Cryo-EM structure of a class T GPCR in active state	Acetivibrio thermocellus; Homo sapiens	homo sapiens		homo sapiens | homo sapiens	Liu, Z.J., Hua, T., Xu, W.X., Wu, L.J.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7xrp	B	NA	0	F | A	protein | protein	NA | NA	spike protein s1 | spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	10/05/22	Cryo-EM structure of SARS-CoV-2 spike protein in complex with nanobody C5G2 (localized refinement)	Camelus dromedarius; Severe acute respiratory syndrome coronavirus 2	camelus dromedarius		severe acute respiratory syndrome coronavirus2  | severe acute respiratory syndrome coronavirus2 	Liu, L., Sun, H., Jiang, Y., Liu, X., Zhao, D., Zheng, Q., Li, S., Xia, N.	3.88	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7yzi	C	NA	0	B	protein	NA	adenylate cyclase	MEMBRANE PROTEIN	10/05/22	Structure of Mycobacterium tuberculosis adenylyl cyclase Rv1625c / Cya	Mycobacterium tuberculosis '98-R604 INH-RIF-EM'; Vicugna pacos	vicugna pacos		mycobacterium tuberculosis '98-r604 inh-rif-em' 	Mehta, V., Khanppnavar, B., Korkhov, V.M.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7yzi	D	NA	0	A	protein	NA	adenylate cyclase	MEMBRANE PROTEIN	10/05/22	Structure of Mycobacterium tuberculosis adenylyl cyclase Rv1625c / Cya	Mycobacterium tuberculosis '98-R604 INH-RIF-EM'; Vicugna pacos	vicugna pacos		mycobacterium tuberculosis '98-r604 inh-rif-em' 	Mehta, V., Khanppnavar, B., Korkhov, V.M.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7yzi	E	NA	0	B	protein	NA	adenylate cyclase	MEMBRANE PROTEIN	10/05/22	Structure of Mycobacterium tuberculosis adenylyl cyclase Rv1625c / Cya	Mycobacterium tuberculosis '98-R604 INH-RIF-EM'; Vicugna pacos	vicugna pacos		mycobacterium tuberculosis '98-r604 inh-rif-em' 	Mehta, V., Khanppnavar, B., Korkhov, V.M.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7wxu	N	NA	0	A | B	protein | protein	NA | NA	engineered mini galpha-q subunit | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	09/28/22	GPR110/Gq complex	Homo sapiens; Lama glama	lama glama		homo sapiens | homo sapiens	He, Y., Zhu, X.	2.85	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7wxw	D	NA	0	A | B	protein | protein	NA | NA	engineered mini galpha-s subunit | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	09/28/22	GPR110/Gs complex	Homo sapiens; Lama glama	lama glama		homo sapiens | homo sapiens	He, Y., Zhu, X.	2.84	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7y9t	D	NA	0	B	protein	NA	auxin efflux carrier component 1	TRANSPORT PROTEIN	09/07/22	Structure of the auxin exporter PIN1 in Arabidopsis thaliana in the apo state	Arabidopsis thaliana; Escherichia coli			arabidopsis thaliana	Sun, L., Liu, X., Yang, Z., Xia, J.	3.1	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7y9t	C	NA	0	A	protein	NA	auxin efflux carrier component 1	TRANSPORT PROTEIN	09/07/22	Structure of the auxin exporter PIN1 in Arabidopsis thaliana in the apo state	Arabidopsis thaliana; Escherichia coli			arabidopsis thaliana	Sun, L., Liu, X., Yang, Z., Xia, J.	3.1	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7y9u	C	NA	0	A	protein	NA	auxin efflux carrier component 1	TRANSPORT PROTEIN	09/07/22	Structure of the auxin exporter PIN1 in Arabidopsis thaliana in the NPA-bound state	Arabidopsis thaliana; Escherichia coli			arabidopsis thaliana	Sun, L., Liu, X., Yang, Z., Xia, J.	3.3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7y9u	D	NA	0	B	protein	NA	auxin efflux carrier component 1	TRANSPORT PROTEIN	09/07/22	Structure of the auxin exporter PIN1 in Arabidopsis thaliana in the NPA-bound state	Arabidopsis thaliana; Escherichia coli			arabidopsis thaliana	Sun, L., Liu, X., Yang, Z., Xia, J.	3.3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7y9v	C	NA	0	A	protein	NA	auxin efflux carrier component 1	TRANSPORT PROTEIN	09/07/22	Structure of the auxin exporter PIN1 in Arabidopsis thaliana in the IAA-bound state	Arabidopsis thaliana; Escherichia coli			arabidopsis thaliana	Sun, L., Liu, X., Yang, Z., Xia, J.	3.2	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7y9v	D	NA	0	B	protein	NA	auxin efflux carrier component 1	TRANSPORT PROTEIN	09/07/22	Structure of the auxin exporter PIN1 in Arabidopsis thaliana in the IAA-bound state	Arabidopsis thaliana; Escherichia coli			arabidopsis thaliana	Sun, L., Liu, X., Yang, Z., Xia, J.	3.2	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7xw5	N	NA	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(s) subunit alphaisoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	08/24/22	TSHR-thyroid stimulating hormone-Gs-ML109 complex	Homo sapiens; Lama glama	lama glama		homo sapiens | homo sapiens	Duan, J., Xu, P., Luan, X., Ji, Y., Yuan, Q., He, X., Ye, J., Cheng, X., Jiang, H., Zhang, S., Jiang, Y., Xu, H.E.	2.96	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7ph7	C	NA	0	B	protein	NA	atp-binding transport protein multicopy suppressor of htrb	MEMBRANE PROTEIN	08/24/22	Nanodisc reconstituted MsbA in complex with nanobodies, spin-labeled at position T68C	Escherichia coli; Vicugna pacos	vicugna pacos		escherichia coli	Parey, K., Januliene, D., Galazzo, L., Meier, G., Vecchis, D., Striednig, B., Hilbi, H., Schaefer, L.V., Kuprov, I., Bordignon, E., Seeger, M.A., Moeller, A.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7ph7	D	NA	0	A	protein	NA	atp-binding transport protein multicopy suppressor of htrb	MEMBRANE PROTEIN	08/24/22	Nanodisc reconstituted MsbA in complex with nanobodies, spin-labeled at position T68C	Escherichia coli; Vicugna pacos	vicugna pacos		escherichia coli	Parey, K., Januliene, D., Galazzo, L., Meier, G., Vecchis, D., Striednig, B., Hilbi, H., Schaefer, L.V., Kuprov, I., Bordignon, E., Seeger, M.A., Moeller, A.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7ph2	C	NA	0	B	protein	NA	atp-dependent lipid a-core flippase	MEMBRANE PROTEIN	08/24/22	Nanodisc reconstituted MsbA in complex with nanobodies, spin-labeled at position A60C	Escherichia coli K-12; Vicugna pacos	vicugna pacos		escherichia coli k-12	Januliene, D., Parey, K., Galazzo, L., Meier, G., Vecchis, D., Striednig, B., Hilbi, H., Schaefer, L.V., Kuprov, I., Bordignon, E., Seeger, M.A., Moeller, A.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7ph2	D	NA	0	A	protein	NA	atp-dependent lipid a-core flippase	MEMBRANE PROTEIN	08/24/22	Nanodisc reconstituted MsbA in complex with nanobodies, spin-labeled at position A60C	Escherichia coli K-12; Vicugna pacos	vicugna pacos		escherichia coli k-12	Januliene, D., Parey, K., Galazzo, L., Meier, G., Vecchis, D., Striednig, B., Hilbi, H., Schaefer, L.V., Kuprov, I., Bordignon, E., Seeger, M.A., Moeller, A.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
